Origin,AvgDelay,MaxDelay,CancelRate
DRT,-1.1313969571230982,1098.0,0.014905149051490514
DSM,5.495753715498938,2833.0,0.023848956608148394
DTW,0.5710397563425461,2080.0,0.013232626195403451
DUT,6.5964285714285715,260.0,0.18840579710144928
DVL,11.784250269687163,1210.0,0.09674329501915709
EAR,1.885390428211587,1002.0,0.044524669073405534
EAT,11.844605475040257,371.0,0.07789317507418397
EAU,5.291503267973856,1032.0,0.06012269938650307
ECP,0.16055248618784532,1229.0,0.0120928205686894
EGE,19.891379909628085,2023.0,0.04497528830313015
EKO,6.355658198614319,1248.0,0.021468926553672316
ELM,3.7585215605749487,1057.0,0.022070626003210272
ELP,3.0567233154442457,1563.0,0.015966601970190793
ERI,5.362534219788815,807.0,0.03650733910425292
ESC,14.636270491803279,1533.0,0.05232558139534884
EUG,6.123303696771175,2604.0,0.02910492893861506
EVV,-0.46438605189224924,1157.0,0.023372018052869117
EWN,-2.446098003629764,569.0,0.03056921995783556
EWR,5.716168808449878,1812.0,0.026853955794257384
EYW,9.387795931977326,1421.0,0.017781747320558622
FAI,3.9177073326929235,1563.0,0.02432179607109448
FAR,11.660972017673048,1702.0,0.042069677904028546
FAT,5.703359203744298,1920.0,0.01387269759850781
FAY,3.4595006670478368,1644.0,0.01629518636448773
FCA,7.5862367828046455,1256.0,0.02201524132091448
FLG,7.535614525139665,1615.0,0.03856472166331321
FLL,6.648016220577789,1509.0,0.014754943177194934
FLO,-2.048136645962733,621.0,0.03225806451612903
FNT,7.474045939591246,1441.0,0.02758741873133017
FOD,6.978208232445521,950.0,0.0696629213483146
FSD,10.690162271805274,1517.0,0.035417684416218856
FSM,8.534189805221716,1044.0,0.020656136087484813
FWA,7.305123834352752,1522.0,0.022291748142354323
GCC,7.057605760576058,900.0,0.03048780487804878
GCK,9.267452402538531,605.0,0.036617262423714034
GEG,3.5420390059356857,2168.0,0.01643019568907536
GFK,5.973759737597376,1755.0,0.04011010617381046
GGG,2.5551020408163265,719.0,0.022310756972111555
GJT,4.546666666666667,1561.0,0.01241782322863404
GNV,4.8474258970358814,1162.0,0.010784162686797103
GPT,2.516297262059974,1012.0,0.015997440409534474
GRB,2.809422110552764,1492.0,0.024969400244798042
GRI,12.899280575539569,1717.0,0.02728426395939086
GRK,5.468935292601186,1231.0,0.024120603015075376
GRR,5.213604913866139,1900.0,0.030045118949958982
GSO,1.2139177716302585,1497.0,0.022166340691068268
GSP,2.146518525076358,1527.0,0.020556541307828795
GTF,2.930289045421423,1319.0,0.013623326959847037
GTR,-2.1023720349563044,1121.0,0.008044554455445545
GUC,16.830957230142566,1318.0,0.04954954954954955
GUM,-2.4776470588235293,885.0,0.0039032006245121
HDN,11.185651214128036,1327.0,0.03220302836425677
HGR,14.602272727272727,887.0,0.02214022140221402
HHH,3.0480387836051124,1187.0,0.02951240376390077
HIB,1.8578784757981461,1262.0,0.032803180914512925
HLN,1.2581403155421282,1369.0,0.012892561983471074
HNL,2.122263453062891,2568.0,0.011565899556798521
HOB,5.602649006622516,995.0,0.019444444444444445
HOU,2.480786459720574,1242.0,0.017975233594927992
HPN,9.27932824427481,1740.0,0.028414136032676257
HRL,2.903370439084725,1176.0,0.01819560272934041
HSV,4.0938380160747405,1629.0,0.018904736275565125
HTS,5.007518796992481,1007.0,0.02254791431792559
HVN,7.72972972972973,750.0,0.059322033898305086
HYS,5.324884792626728,1573.0,0.04472140762463343
IAD,2.839704224641217,1911.0,0.019736787957102528
IAG,15.878542510121457,950.0,0.04603580562659847
IAH,3.474196850817967,3136.0,0.0157882526283228
ICT,3.9940557275541795,1541.0,0.0181586299040447
IDA,10.027252834692659,1898.0,0.01833430856251219
IFP,4.612903225806452,45.0,0.0
ILG,42.083333333333336,176.0,0.07692307692307693
ILM,0.1600820476232944,1189.0,0.018256464011180994
IMT,11.93807763401109,1463.0,0.03463587921847247
IND,2.2125149880095925,1729.0,0.018737151248164465
INL,-5.426855895196507,1004.0,0.04279749478079332
IPT,3.096514745308311,522.0,0.10526315789473684
ISN,1.945945945945946,360.0,0.01652892561983471
ISP,3.3925574204946995,1363.0,0.027667560321715818
ITH,2.204682511528911,1262.0,0.03749147920927062
ITO,2.39765832889835,1296.0,0.008644317942230655
JAC,16.188011283497886,1635.0,0.023035787741670095
JAN,1.895204826929184,2007.0,0.016982160941029837
JAX,3.4238382099827884,1696.0,0.015794274019531512
JFK,1.2111409002968074,1407.0,0.019789695884304667
JHM,-3.1651917404129795,253.0,0.1588089330024814
JLN,7.905372894947875,1286.0,0.03984674329501916
JMS,10.705973622963537,1220.0,0.09854267869535045
JNU,4.08276225619399,601.0,0.04222776392352452
JST,1.7825370675453047,713.0,0.05891472868217054
KOA,1.2578699743370403,2536.0,0.012023794456397924
KTN,1.555337904015671,481.0,0.03980099502487562
LAN,5.613176470588235,1388.0,0.0280757817849806
LAR,10.92356687898089,935.0,0.05421686746987952
LAS,3.59956905735316,2976.0,0.01390560182399696
LAW,5.203309692671395,782.0,0.0477796514896009
LAX,1.5897867419519476,2027.0,0.01239923236785238
LBB,3.6719888234707114,1382.0,0.024126860589551512
LBE,0.13881748071979436,635.0,0.017661900756938603
LBF,2.8444444444444446,898.0,0.05305305305305305
LBL,3.1944121071012805,1096.0,0.03897550111358575
LCH,3.3836858006042294,1433.0,0.02426470588235294
LCK,17.249097472924188,1191.0,0.015030946065428824
LEX,3.1743869209809263,1966.0,0.01809803659676773
LFT,5.220469021424435,1196.0,0.017745599091425326
LGA,0.546794003431771,1669.0,0.027051326471091305
LGB,1.8106173575902178,1109.0,0.016988158500355663
LIH,1.8778887303851641,1610.0,0.01657329598506069
LIT,4.15444287729196,1338.0,0.016279875303082784
LNK,11.578538480213645,1331.0,0.03351300679634404
LNY,5.009607686148919,540.0,0.010292953285827395
LRD,3.5273097036606624,1218.0,0.018507972665148063
LSE,2.577555110220441,1037.0,0.02420929324482624
LWB,-1.1153846153846154,1136.0,0.07462686567164178
LWS,1.90473061760841,1441.0,0.011010362694300517
LYH,-1.8220625528317835,544.0,0.027115858668857847
MAF,3.055723224144277,1426.0,0.01988472622478386
MBS,5.860913404507711,1355.0,0.026535910008653015
MCI,1.458638832555699,2013.0,0.023372564205401968
MCO,6.064353608379782,1524.0,0.016675503481125432
MCW,6.915632754342432,895.0,0.08783783783783784
MDT,1.641665457710721,1388.0,0.020557170199191892
MDW,3.2681598834562506,1320.0,0.04042122528747666
MEI,10.417910447761194,1449.0,0.024252223120452707
MEM,4.417756796723922,1688.0,0.018170670531185554
MFE,3.570528967254408,1399.0,0.01677437096108896
MFR,7.6791767554479415,2152.0,0.022357209145364043
MGM,3.7001447701773436,1132.0,0.017216897408590698
MHK,5.180457052797478,1245.0,0.027182235834609495
MHT,-0.9346586143264553,1797.0,0.031607099440797475
MIA,5.877823497061376,1620.0,0.01145030684469541
MKE,3.270492172035271,2408.0,0.024540952714842895
MKG,-2.709010339734121,975.0,0.07880434782608696
MKK,8.661574618096358,373.0,0.008158508158508158
MLB,-1.5120215897939155,516.0,0.01305293691080493
MLI,7.811741160773849,2800.0,0.038427052645062125
MLU,6.093741748085556,1022.0,0.014296854691967767
MMH,15.708542713567839,1116.0,0.13100436681222707
MOB,3.7756884629382506,1404.0,0.015023250268272326
MOT,10.62906610703043,1644.0,0.03286147623862487
MQT,18.639451728247913,1509.0,0.06618464961067853
MRY,5.404101529668852,1172.0,0.01764802902853373
MSN,4.464627051734885,1668.0,0.019388326293827286
MSO,8.532306375695336,1526.0,0.018720312936574463
MSP,-0.16185091067396962,1716.0,0.016672709302845336
MSY,3.5914085779389757,2427.0,0.017138470904302483
MTJ,6.682037857430528,1514.0,0.024848366268831933
MYR,-1.5298661174047374,1203.0,0.01861337565832191
OAJ,-0.5189035916824196,1359.0,0.021232402492499424
OAK,1.3826253593101245,1458.0,0.01771751669918676
OGD,18.638655462184875,433.0,0.032520325203252036
OGG,2.7799519312471173,1642.0,0.01255950814573814
OGS,16.74795081967213,1364.0,0.10091743119266056
OKC,2.3047107754933482,1603.0,0.015738218074314532
OMA,2.4963922922384767,1750.0,0.02164717591440657
OME,-1.0482180293501049,603.0,0.07046332046332046
ONT,1.8756276212416563,2158.0,0.015142707667267337
ORD,6.361143262278068,2290.0,0.02998859466428642
ORF,3.453612578012482,2319.0,0.022344569069025096
ORH,13.846153846153847,1022.0,0.04541154210028382
OTH,24.605333333333334,1076.0,0.0963855421686747
OTZ,1.3102378490175801,311.0,0.06069364161849711
OWB,7.069230769230769,167.0,0.037037037037037035
PAE,4.033032416906032,1313.0,0.038078500292911543
PAH,-0.9730941704035875,1073.0,0.05993690851735016
PBG,14.08058608058608,1505.0,0.038623595505617975
PBI,7.062135517911691,2061.0,0.02046122541261587
PDX,1.3758625709710293,1776.0,0.01759963449109548
PGD,6.933092817317153,1364.0,0.01860763554700032
PGV,1.4270627062706271,993.0,0.05006257822277847
PHF,0.05133747635774115,1490.0,0.02469784550709406
PHL,0.5767300268971494,1416.0,0.01817360004850703
PHX,2.3210061177746972,1566.0,0.011780746596920882
PIA,9.65679264555669,1203.0,0.03359572673601349
PIB,1.205179282868526,1422.0,0.03085824493731919
PIE,1.8642156413312552,1517.0,0.015482941758934197
PIH,-2.117692907248636,869.0,0.0031031807602792862
PIR,-2.473551637279597,809.0,0.04096385542168675
PIT,-0.20073207804696466,2779.0,0.018352669271823253
PLN,17.522232734153263,2308.0,0.07080419580419581
PNS,2.972248265516595,1576.0,0.016375344986200552
PPG,21.71851851851852,1044.0,0.0
PQI,22.594237695078032,1074.0,0.06074240719910011
PRC,8.340328467153284,1167.0,0.009900990099009901
PSC,8.778700321045058,1432.0,0.02341895100366933
PSE,7.593123209169055,994.0,0.020560747663551402
PSG,1.7830188679245282,524.0,0.046902654867256637
PSM,14.965853658536586,963.0,0.016706443914081145
PSP,3.0804121120743813,1510.0,0.019252037848687176
PUB,5.807390817469205,1083.0,0.029315960912052116
PUW,12.644645711241342,546.0,0.05655655655655656
PVD,1.8137916490932096,1806.0,0.028953502637713163
PVU,11.287442396313365,1516.0,0.032795997776542525
PWM,4.614444797963729,2901.0,0.03352366918401179
RAP,6.00307266861269,1354.0,0.03594142878272445
RDD,8.544735541275333,1631.0,0.02170767004341534
RDM,9.901807899922886,1968.0,0.029050464807436917
RDU,3.8475247991884975,2973.0,0.019505266075388026
RFD,10.445326278659612,1432.0,0.013032145960034752
RHI,-4.541144901610018,1206.0,0.020140105078809107
RIC,4.539024661804821,1883.0,0.020500952899537163
RIW,18.122840690978887,866.0,0.04735883424408015
RKS,7.088888888888889,983.0,0.02696871628910464
RNO,3.263108033060011,1676.0,0.015799107286214316
ROA,4.515479063910169,1339.0,0.02810304449648712
ROC,4.271559242714316,1195.0,0.029724604221635885
ROP,-7.0,50.0,0.0
ROW,6.649764150943396,1454.0,0.015089959373186303
RST,5.421630460172857,1175.0,0.039444195428059166
RSW,3.5138227927363808,2221.0,0.018512553873525666
SAF,9.492814877430263,1483.0,0.023070585004119747
SAN,1.0558688055908514,1779.0,0.018418597418752916
SAT,0.8948157243720544,1896.0,0.014275047998293393
SAV,3.0216154721274173,1858.0,0.018903967843355754
SBA,5.087017873941675,1581.0,0.021517241379310346
SBN,5.0232581967213115,1558.0,0.027067369887551
SBP,9.794834819087573,1716.0,0.01963300397792891
SBY,-1.925626515763945,633.0,0.02048857368006304
SCC,-5.198782961460446,310.0,0.026470588235294117
SCE,0.03720844131803036,1300.0,0.027498202731847592
SCK,16.798747763864043,1109.0,0.01757469244288225
SDF,3.772131653525632,3194.0,0.018499683883559197
SEA,3.1190558100986725,2483.0,0.021306059542520562
SFB,5.97061142570425,1736.0,0.016925345881030972
SFO,4.7868632322050315,2632.0,0.02105588520421305
SGF,7.499563890100306,2614.0,0.020264505119453925
SGU,0.07542927228127555,1406.0,0.003256003256003256
SHD,10.485190409026798,1401.0,0.049597855227882036
SHR,6.532526475037821,964.0,0.024963289280469897
SHV,5.913546318561777,1484.0,0.016861510791366906
SIT,2.0195667365478687,639.0,0.03238598810310641
SJC,0.29777200148533234,1436.0,0.01662453820727202
SJT,1.8058640604175922,1058.0,0.015727391874180863
SJU,8.716814366765133,2132.0,0.010894707623982236
SLC,1.3399686331282423,3063.0,0.007861804920444668
SLN,10.327077747989277,1260.0,0.039898132427843805
SMF,1.7961597961597962,2000.0,0.01591478056506412
SMX,10.570446735395189,349.0,0.020134228187919462
SNA,1.8897762327555159,2557.0,0.018424561995125616
SPI,12.04482594182165,1344.0,0.03627180899908173
SPN,-6.205091937765205,491.0,0.0
SPS,3.1603896103896103,1299.0,0.03262233375156838
SRQ,7.5768403955477,1795.0,0.02194780987884436
STC,12.561475409836065,1014.0,0.012096774193548387
STL,2.901685245970406,2911.0,0.02172643741741188
STS,5.322695035460993,1487.0,0.03402340234023402
STT,5.544553072625698,3069.0,0.008883422167555008
STX,6.699383062254627,2371.0,0.0039018952062430325
SUN,12.28709248170326,1274.0,0.09543817527010805
SUX,5.271468144044321,1241.0,0.043449637919684
SWF,10.687894992707827,1053.0,0.027803958529688973
SWO,1.6027777777777779,1026.0,0.01818181818181818
SYR,2.764225141702184,2695.0,0.027359255623372745
TBN,-20.6,185.0,0.09090909090909091
TLH,2.44198707043212,1609.0,0.011420893516963387
TOL,6.294147325933401,1144.0,0.03263516804676084
TPA,2.521062605695444,2484.0,0.016430103220099967
TRI,-0.3114424526721394,2108.0,0.010596026490066225
TTN,8.501282416642919,1217.0,0.03118101545253863
TUL,1.4201094668558687,2228.0,0.01762132060461416
TUS,0.5417990538727671,1576.0,0.013041210224308816
TVC,6.291917759659695,1266.0,0.03504273504273504
TWF,1.3116883116883118,1070.0,0.005798969072164949
TXK,3.988629563135847,1473.0,0.022793687901811806
TYR,4.514608859566446,1170.0,0.03413746017296313
TYS,2.9044776119402984,2884.0,0.016264549448855314
UIN,7.261707988980716,940.0,0.1073170731707317
USA,19.069319640564828,1425.0,0.02680798004987531
VCT,-6.6592082616179,1028.0,0.023529411764705882
VEL,9.553191489361701,1232.0,0.06
VLD,3.682170542635659,1081.0,0.007687379884689302
VPS,0.8966250577901064,1496.0,0.01463902527732315
WRG,2.2874531835205993,514.0,0.035398230088495575
XNA,4.396882241415631,1482.0,0.01664598842018197
YAK,-4.852376137512639,380.0,0.08540925266903915
YKM,6.718432510885341,339.0,0.03961084086170952
YNG,75.0,141.0,0.0
YUM,4.175351844807912,916.0,0.0056625141562853904
